iter	Passed	Remaining
391	1553	2409
392	1559	2408
393	1560	2400
394	1565	2398
395	1567	2390
396	1569	2383
397	1573	2380
398	1577	2375
399	1580	2370
400	1584	2366
401	1589	2364
402	1591	2356
403	1593	2350
404	1595	2344
405	1597	2336
406	1598	2329
407	1600	2321
408	1604	2318
409	1605	2310
410	1607	2303
411	1614	2303
412	1616	2298
413	1619	2291
414	1621	2285
415	1623	2278
416	1626	2273
417	1628	2267
418	1633	2265
419	1635	2259
420	1637	2252
421	1639	2246
422	1641	2239
423	1644	2233
424	1649	2232
425	1651	2225
426	1653	2218
427	1655	2211
428	1656	2205
429	1660	2200
430	1663	2196
431	1666	2190
432	1669	2185
433	1674	2183
434	1675	2176
435	1680	2173
436	1681	2166
437	1683	2160
438	1685	2154
439	1687	2147
440	1688	2140
441	1690	2133
442	1695	2131
443	1696	2124
444	1698	2117
445	1699	2111
446	1700	2104
447	1702	2097
448	1704	2091
449	1708	2088
450	1710	2081
451	1711	2075
452	1714	2070
453	1716	2064
454	1718	2058
455	1720	2052
456	1722	2046
457	1724	2040
458	1726	2034
459	1728	2029
460	1730	2023
461	1731	2016
462	1734	2012
463	1736	2006
464	1738	1999
465	1739	1993
466	1741	1987
467	1742	1980
468	1744	1975
469	1746	1969
470	1749	1965
471	1751	1959
472	1753	1953
473	1755	1947
474	1756	1941
475	1758	1935
476	1759	1929
477	1760	1922
478	1762	1917
479	1764	1911
480	1766	1905
481	1767	1899
482	1769	1893
483	1770	1888
484	1772	1882
485	1773	1875
486	1775	1869
487	1778	1865
488	1780	1860
489	1781	1854
490	1783	1848
491	1784	1842
492	1785	1836
493	1787	1830
494	1788	1824
495	1790	1819
496	1793	1814
497	1794	1808
498	1796	1803
499	1798	1798
500	1802	1794
501	1803	1788
502	1806	1784
503	1808	1780
504	1810	1774
505	1811	1768
506	1814	1764
507	1815	1758
508	1817	1752
509	1820	1748
510	1822	1744
511	1824	1739
512	1826	1733
513	1827	1727
514	1828	1722
515	1830	1716
516	1832	1711
517	1837	1710
518	1840	1705
519	1842	1700
520	1843	1695
521	1846	1690
522	1847	1685
523	1850	1680
524	1851	1675
525	1855	1671
526	1857	1666
527	1859	1662
528	1864	1660
529	1866	1655
530	1869	1650
531	1870	1645
532	1872	1640
533	1874	1636
534	1877	1631
535	1879	1626
536	1881	1622
537	1882	1616
538	1884	1612
539	1886	1607
540	1888	1602
541	1893	1600
542	1898	1597
543	1900	1593
544	1904	1589
545	1908	1587
546	1911	1582
547	1913	1578
548	1915	1573
549	1917	1569
550	1920	1565
551	1925	1562
552	1926	1557
553	1930	1554
554	1933	1550
555	1938	1547
556	1939	1542
557	1941	1537
558	1944	1534
559	1946	1529
560	1949	1525
561	1952	1521
562	1953	1516
563	1955	1511
564	1959	1508
565	1962	1504
566	1967	1502
567	1971	1499
568	1975	1496
569	1982	1495
570	1983	1490
571	1987	1487
572	1989	1482
573	1991	1477
574	1993	1473
575	1997	1470
576	1999	1466
577	2004	1463
578	2006	1459
579	2009	1455
580	2013	1452
581	2015	1447
582	2017	1443
583	2019	1438
584	2021	1433
585	2027	1432
586	2029	1427
587	2031	1423
588	2033	1419
589	2036	1414
590	2039	1411
591	2045	1409
592	2047	1405
593	2049	1400
594	2051	1396
595	2056	1393
596	2058	1389
597	2059	1384
598	2061	1380
599	2064	1376
600	2071	1375
601	2073	1370
602	2076	1367
603	2078	1362
604	2080	1358
605	2086	1356
606	2088	1351
607	2090	1348
608	2093	1344
609	2096	1340
610	2100	1337
611	2104	1334
612	2110	1332
613	2115	1329
614	2117	1325
615	2119	1321
616	2121	1317
617	2123	1312
618	2128	1310
619	2130	1306
620	2132	1301
621	2134	1297
622	2140	1295
623	2143	1291
624	2145	1287
625	2146	1282
626	2147	1277
627	2150	1274
628	2152	1269
629	2158	1267
630	2159	1263
631	2163	1259
632	2165	1255
633	2167	1251
634	2170	1247
635	2172	1243
636	2173	1238
637	2176	1234
638	2179	1231
639	2181	1227
640	2184	1223
641	2189	1220
642	2192	1217
643	2197	1214
644	2201	1211
645	2203	1207
646	2208	1204
647	2210	1200
648	2212	1196
649	2214	1192
650	2217	1188
651	2219	1184
652	2220	1180
653	2222	1175
654	2223	1171
655	2225	1167
656	2228	1163
657	2230	1159
658	2232	1155
659	2233	1150
660	2234	1146
661	2235	1141
662	2238	1137
663	2239	1133
664	2241	1129
665	2243	1124
666	2245	1120
667	2247	1117
668	2253	1114
669	2255	1110
670	2257	1106
671	2259	1102
672	2260	1098
673	2261	1093
674	2263	1089
675	2265	1086
676	2267	1081
677	2269	1077
678	2270	1073
679	2272	1069
680	2274	1065
681	2276	1061
682	2278	1057
683	2284	1055
684	2286	1051
685	2287	1047
686	2289	1043
687	2291	1039
688	2293	1035
689	2296	1031
690	2299	1028
691	2301	1024
692	2302	1020
693	2304	1016
694	2306	1012
695	2308	1008
696	2312	1005
697	2314	1001
698	2315	997
699	2318	993
700	2320	989
701	2324	986
702	2332	985
703	2334	981
704	2337	977
705	2341	974
706	2343	971
707	2345	967
708	2347	963
709	2350	960
710	2352	956
711	2354	952
712	2356	948
713	2357	944
714	2359	940
715	2360	936
716	2364	933
717	2367	929
718	2370	926
719	2373	923
720	2375	919
721	2378	915
722	2384	913
723	2389	911
724	2394	908
725	2399	905
726	2402	902
727	2406	898
728	2409	895
729	2415	893
730	2417	889
731	2420	886
732	2425	883
733	2428	879
734	2431	876
735	2439	874
736	2442	871
737	2444	867
738	2449	864
739	2452	861
740	2455	858
741	2457	854
742	2458	850
743	2460	846
744	2462	842
745	2464	839
746	2466	835
747	2469	831
748	2471	828
749	2474	824
750	2477	821
751	2479	817
752	2481	814
753	2486	811
754	2488	807
755	2489	803
756	2491	799
757	2501	798
758	2505	795
759	2507	791
760	2509	788
761	2510	784
762	2512	780
763	2515	776
764	2517	773
765	2520	769
766	2521	766
767	2523	762
768	2526	758
769	2530	755
770	2532	752
771	2535	748
772	2539	745
773	2540	741
774	2542	738
775	2548	735
776	2550	732
777	2553	728
778	2555	724
779	2556	721
780	2563	718
781	2565	715
782	2567	711
783	2569	707
784	2571	704
785	2572	700
786	2576	697
787	2578	693
788	2585	691
789	2587	687
790	2588	684
791	2592	680
792	2594	677
793	2595	673
794	2597	669
795	2600	666
796	2602	662
797	2606	659
798	2610	656
799	2612	653
800	2615	649
801	2618	646
802	2622	643
803	2624	639
804	2627	636
805	2629	632
806	2632	629
807	2634	625
808	2638	622
809	2639	619
810	2641	615
811	2643	611
812	2645	608
813	2654	606
814	2659	603
815	2661	600
816	2667	597
817	2669	593
818	2670	590
819	2672	586
820	2678	583
821	2679	580
822	2684	577
823	2685	573
824	2687	570
825	2689	566
826	2691	562
827	2692	559
828	2697	556
829	2700	553
830	2702	549
831	2704	546
832	2705	542
833	2708	539
834	2710	535
835	2715	532
836	2716	529
837	2718	525
838	2719	521
839	2721	518
840	2723	514
841	2725	511
842	2729	508
843	2732	504
844	2734	501
845	2737	498
846	2739	494
847	2740	491
848	2745	488
849	2747	484
850	2748	481
851	2750	477
852	2753	474
853	2755	471
854	2760	468
855	2762	464
856	2763	461
857	2765	457
858	2769	454
859	2770	451
860	2775	448
861	2780	445
862	2781	441
863	2783	438
864	2785	434
865	2789	431
866	2791	428
867	2795	425
868	2797	421
869	2798	418
870	2803	415
871	2806	412
872	2808	408
873	2810	405
874	2812	401
875	2814	398
876	2815	394
877	2821	392
878	2824	388
879	2827	385
880	2832	382
881	2834	379
882	2836	375
883	2838	372
884	2840	369
885	2842	365
886	2844	362
887	2848	359
888	2850	355
889	2851	352
890	2854	349
891	2857	345
892	2864	343
893	2867	340
894	2870	336
895	2872	333
896	2874	330
897	2878	326
898	2880	323
899	2882	320
900	2883	316
901	2887	313
902	2888	310
903	2892	307
904	2894	303
905	2895	300
906	2897	297
907	2899	293
908	2905	290
909	2907	287
910	2908	284
911	2911	280
912	2913	277
913	2921	274
914	2923	271
915	2925	268
916	2927	264
917	2929	261
918	2930	258
919	2934	255
920	2936	251
921	2938	248
922	2941	245
923	2942	242
924	2944	238
925	2945	235
926	2948	232
927	2950	228
928	2951	225
929	2952	222
930	2954	218
931	2955	215
932	2956	212
933	2957	208
934	2957	205
935	2958	202
936	2960	199
937	2962	195
938	2963	192
939	2964	189
940	2965	185
941	2966	182
942	2968	179
943	2969	176
944	2970	172
945	2971	169
946	2972	166
947	2973	163
948	2976	159
949	2978	156
950	2979	153
951	2980	150
952	2981	147
953	2982	143
954	2984	140
955	2984	137
956	2985	134
957	2986	130
958	2987	127
959	2988	124
960	2990	121
961	2992	118
962	2992	114
963	2993	111
964	2994	108
965	2995	105
966	2996	102
967	2997	99
968	2998	95
969	2999	92
970	2999	89
971	3000	86
972	3001	83
973	3002	80
974	3005	77
975	3006	73
976	3007	70
977	3009	67
978	3010	64
979	3011	61
980	3011	58
981	3012	55
982	3013	52
983	3015	49
984	3016	45
985	3016	42
986	3017	39
987	3021	36
988	3022	33
989	3023	30
990	3024	27
991	3025	24
992	3026	21
993	3028	18
994	3028	15
995	3029	12
996	3030	9
997	3031	6
998	3032	3
999	3035	0
